0.00	0.2793000000	1.0000000000	1.6606387597	11.0200000000
10.95	138.0552589819	1.0000000000	1.6606387597	11.0200000000
21.90	207.7178096370	1.0000000000	1.6606387597	11.0200000000
32.85	242.9407251659	1.0000000000	1.6606387597	11.0200000000
43.80	260.7502048184	1.0000000000	1.6606387597	11.0200000000
54.75	269.7550688599	1.0000000000	1.6606387597	11.0200000000
65.70	274.3081258830	1.0000000000	1.6606387597	11.0200000000
76.65	276.6102515071	1.0000000000	1.6606387597	11.0200000000
87.60	277.7742567822	1.0000000000	1.6606387597	11.0200000000
98.55	278.3628034128	1.0000000000	1.6606387597	11.0200000000
109.50	278.6603855148	1.0000000000	1.6606387597	11.0200000000
120.45	278.8108495610	1.0000000000	1.6606387597	11.0200000000
131.40	278.8869274872	1.0000000000	1.6606387597	11.0200000000
142.35	278.9253941575	1.0000000000	1.6606387597	11.0200000000
153.30	278.9448437509	1.0000000000	1.6606387597	11.0200000000
164.25	278.9546778924	1.0000000000	1.6606387597	11.0200000000
175.20	278.9596502503	1.0000000000	1.6606387597	11.0200000000
186.15	278.9621643837	1.0000000000	1.6606387597	11.0200000000
197.10	278.9634355847	1.0000000000	1.6606387597	11.0200000000
208.05	278.9640783319	1.0000000000	1.6606387597	11.0200000000
219.00	278.9644033190	1.0000000000	1.6606387597	11.0200000000
229.95	278.9645676396	1.0000000000	1.6606387597	11.0200000000
240.90	278.9646507237	1.0000000000	1.6606387597	11.0200000000
251.85	278.9646927329	1.0000000000	1.6606387597	11.0200000000
262.80	278.9647139736	1.0000000000	1.6606387597	11.0200000000
273.75	278.9647247134	1.0000000000	1.6606387597	11.0200000000
284.70	278.9647301437	1.0000000000	1.6606387597	11.0200000000
295.65	278.9647328893	1.0000000000	1.6606387597	11.0200000000
306.60	278.9647342776	1.0000000000	1.6606387597	11.0200000000
317.55	278.9647349795	1.0000000000	1.6606387597	11.0200000000
328.50	278.9647353345	1.0000000000	1.6606387597	11.0200000000
339.45	278.9647355139	1.0000000000	1.6606387597	11.0200000000
350.40	278.9647356047	1.0000000000	1.6606387597	11.0200000000
361.35	278.9647356505	1.0000000000	1.6606387597	11.0200000000
372.30	234.5532053899	0.9999999914	1.7821826832	11.8231258140
383.25	208.1765210106	0.9999999289	1.9164111658	12.7095542600
394.20	192.4999734941	0.9999997638	2.0570136696	13.6376911437
405.15	182.1765305536	0.9999994546	2.2041191505	14.6084797653
416.10	174.5047328536	0.9999989665	2.3578556124	15.6228178498
427.05	168.1204661688	0.9999982698	2.5183500051	16.6815634049
438.00	162.3353634207	0.9999973393	2.6857281507	17.7855436573
448.95	156.8023969035	0.9999961538	2.8601146967	18.9355618923
459.90	151.3469298863	0.9999946952	3.0416330852	20.1324015696
470.85	145.8813961205	0.9999929480	3.2304055333	21.3768283333
481.80	140.3622306962	0.9999908994	3.4265530165	22.6695905798
492.75	134.7681425084	0.9999885381	3.6301952542	24.0114190263
503.70	129.0891662904	0.9999858550	3.8414506935	25.4030255171
514.65	123.3211615052	0.9999828419	4.0604364908	26.8451011429
525.60	117.4630675502	0.9999794922	4.2872684882	28.3383136357
536.55	111.5155599328	0.9999758003	4.5220611844	29.8833038996
547.50	105.4804275323	0.9999717613	4.7649276977	31.4806814311
558.45	99.3603340810	0.9999673712	5.0159797183	33.1310182459
569.40	93.1588033101	0.9999626266	5.2753274464	34.8348407431
580.35	86.8803613200	0.9999575248	5.5430795118	36.5926186458
591.30	80.5308256414	0.9999520633	5.8193428671	38.4047497145
602.25	74.1177728102	0.9999462401	6.1042226456	40.2715382067
613.20	67.6512619524	0.9999400538	6.3978219667	42.1931638699
624.15	61.1449575832	0.9999335028	6.7002416676	44.1696362440
635.10	54.6179042449	0.9999265861	7.0115799226	46.2007255728
646.05	48.0973982404	0.9999193027	7.3319316918	48.2858554943
657.00	41.6237424284	0.9999116520	7.6613878999	50.4239318628
667.95	35.2582377351	0.9999036332	8.0000341802	52.6130635312
678.90	29.0964948779	0.9998952458	8.3479489054	54.8501034515
689.85	23.2889459593	0.9998864893	8.7052000620	57.1299199789
700.80	18.0635705006	0.9998773634	9.0718404135	59.4444123442
711.75	13.7149408565	0.9998678676	9.4479009018	61.7819026688
722.70	10.4711439751	0.9998580014	9.8333848072	64.1289243912
733.65	8.2665925065	0.9998477644	10.2282690123	66.4753176513
744.60	6.7808186769	0.9998371559	10.6325139652	68.8167186491
755.55	5.7269139643	0.9998261754	11.0460722560	71.1514660962
766.50	4.9420329362	0.9998148220	11.4688908953	73.4783015708
777.45	4.3363333737	0.9998030949	11.9009114324	75.7961160828
788.40	3.8558974284	0.9997909931	12.3420700448	78.1039731068
799.35	3.4662805899	0.9997785155	12.7922976615	80.4010838689
810.30	3.1444689306	0.9997656610	13.2515200650	82.6867756986
821.25	2.8745293786	0.9997524282	13.7196579704	84.9604658457
832.20	2.6451012629	0.9997388158	14.1966270898	87.2216415087
843.15	2.4478789480	0.9997248223	14.6823381895	89.4698449002
854.10	2.2766578104	0.9997104460	15.1766971457	91.7046620988
865.05	2.1267146130	0.9996956853	15.6796050017	93.9257146838
876.00	1.9943936401	0.9996805385	16.1909580297	96.1326534067
886.95	1.8768234260	0.9996650034	16.7106477965	98.3251533611
897.90	1.7717186101	0.9996490783	17.2385612366	100.5029102629
908.85	1.6772386490	0.9996327610	17.7745807300	102.6656375590
919.80	1.5918852946	0.9996160492	18.3185841869	104.8130641631
930.75	1.5144270403	0.9995989407	18.8704451383	106.9449326668
941.70	1.4438426290	0.9995814330	19.4300328317	109.0609979178
952.65	1.3792782699	0.9995635238	19.9972123332	111.1610258818
963.60	1.3200148465	0.9995452103	20.5718446333	113.2447927254
974.55	1.2654425067	0.9995264900	21.1537867591	115.3120840746
985.50	1.2150407732	0.9995073600	21.7428918893	117.3626944110
996.45	1.1683628266	0.9994878176	22.3390094743	119.3964265781
1007.40	1.1250229839	0.9994678596	22.9419853597	121.4130913763
1018.35	1.0846866373	0.9994474831	23.5516619130	123.4125072290
1029.30	1.0470621036	0.9994266850	24.1678781540	125.3944999065
1040.25	1.0118939898	0.9994054620	24.7904698871	127.3589022964
1051.20	0.9789577427	0.9993838108	25.4192698371	129.3055542121
1062.15	0.9480551498	0.9993617280	26.0541077866	131.2343022326
1073.10	0.9190106034	0.9993392102	26.6948107156	133.1449995670
1084.05	0.8916679822	0.9993162537	27.3412029430	135.0375059407
1095.00	0.8658880330	0.9992928549	27.9931062693	136.9116874975
1105.95	0.8415461610	0.9992690101	28.6503401207	138.7674167157
1116.90	0.8185305583	0.9992447154	29.3127216947	140.6045723356
1127.85	0.7967406147	0.9992199669	29.9800661055	142.4230392956
1138.80	0.7760855512	0.9991947606	30.6521865309	144.2227086757
1149.75	0.7564832575	0.9991690924	31.3288943595	146.0034776461
1160.70	0.7378592839	0.9991429582	32.0099993378	147.7652494209
1171.65	0.7201459728	0.9991163537	32.6953097174	149.5079332146
1182.60	0.7032817030	0.9990892746	33.3846324023	151.2314442007
1193.55	0.6872102373	0.9990617164	34.0777730957	152.9357034732
1204.50	0.6718801481	0.9990336748	34.7745364460	154.6206380072
1215.45	0.6572443162	0.9990051450	35.4747261929	156.2861806216
1226.40	0.6432594919	0.9989761224	36.1781453117	157.9322699412
1237.35	0.6298859057	0.9989466023	36.8845961575	159.5588503581
1248.30	0.6170869301	0.9989165799	37.5938806074	161.1658719925
1259.25	0.6048287746	0.9988860502	38.3058002024	162.7532906532
1270.20	0.5930802180	0.9988550082	39.0201562868	164.3210677963
1281.15	0.5818123699	0.9988234489	39.7367501470	165.8691704821
1292.10	0.5709984600	0.9987913672	40.4553831477	167.3975713316
1303.05	0.5606136446	0.9987587577	41.1758568673	168.9062484802
1314.00	0.5506348421	0.9987256151	41.8979732305	170.3951855305
1324.95	0.5410405754	0.9986919341	42.6215346390	171.8643715025
1335.90	0.5318108400	0.9986577092	43.3463441006	173.3138007828
1346.85	0.5229269774	0.9986229347	44.0722053555	174.7434730708
1357.80	0.5143715665	0.9985876051	44.7989230002	176.1533933242
1368.75	0.5061283219	0.9985517146	45.5263026092	177.5435717010
1379.70	0.4981820043	0.9985152574	46.2541508543	178.9140235011
1390.65	0.4905183392	0.9984782275	46.9822756209	180.2647691049
1401.60	0.4831239393	0.9984406191	47.7104861213	181.5958339103
1412.55	0.4759862395	0.9984024259	48.4385930067	182.9072482676
1423.50	0.4690934362	0.9983636419	49.1664084741	184.1990474132
1434.45	0.4624344265	0.9983242609	49.8937463723	185.4712714005
1445.40	0.4559987616	0.9982842765	50.6204223041	186.7239650296
1456.35	0.4497765985	0.9982436822	51.3462537250	187.9571777753
1467.30	0.4437586550	0.9982024717	52.0710600397	189.1709637131
1478.25	0.4379361742	0.9981606383	52.7946626952	190.3653814438
1489.20	0.4323008837	0.9981181754	53.5168852703	191.5404940165
1500.15	0.4268449679	0.9980750763	54.2375535626	192.6963688502
1511.10	0.4215610324	0.9980313340	54.9564956719	193.8330776536
1522.05	0.4164420797	0.9979869417	55.6735420802	194.9506963443
1533.00	0.4114814797	0.9979418924	56.3885257288	196.0493049657
1543.95	0.4066729504	0.9978961789	57.1012820920	197.1289876036
1554.90	0.4020105311	0.9978497942	57.8116492474	198.1898323015
1565.85	0.3974885665	0.9978027309	58.5194679430	199.2319309739
1576.80	0.3931016827	0.9977549818	59.2245816608	200.2553793202
1587.75	0.3888447752	0.9977065393	59.9268366776	201.2602767363
1598.70	0.3847129885	0.9976573959	60.6260821218	202.2467262264
1609.65	0.3807017032	0.9976075441	61.3221700276	203.2148343130
1620.60	0.3768065200	0.9975569761	62.0149553853	204.1647109473
1631.55	0.3730232504	0.9975056841	62.7042961888	205.0964694183
1642.50	0.3693479004	0.9974536603	63.3900534796	206.0102262616
1653.45	0.3657766611	0.9974008967	64.0720913877	206.9061011678
1664.40	0.3623058989	0.9973473853	64.7502771693	207.7842168901
1675.35	0.3589321445	0.9972931178	65.4244812412	208.6446991528
1686.30	0.3556520846	0.9972380861	66.0945772122	209.4876765575
1697.25	0.3524625521	0.9971822819	66.7604419114	210.3132804916
1708.20	0.3493605188	0.9971256967	67.4219554134	211.1216450346
1719.15	0.3463430898	0.9970683221	68.0790010604	211.9129068658
1730.10	0.3434074922	0.9970101495	68.7314654814	212.6872051712
1741.05	0.3405510726	0.9969511701	69.3792386085	213.4446815510
1752.00	0.3377712887	0.9968913752	70.0222136904	214.1854799272
1762.95	0.3350657043	0.9968307559	70.6602873025	214.9097464512
1773.90	0.3324319845	0.9967693034	71.2933593553	215.6176294121
