0.00	10.0000000000	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
10.95	143.6113724307	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
21.90	206.6787336178	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
32.85	236.4478466455	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
43.80	250.4994903754	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
54.75	257.1321599952	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
65.70	260.2629187238	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
76.65	261.7407022994	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
87.60	262.4382470426	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
98.55	262.7675027453	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
109.50	262.9229183205	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
120.45	262.9962777214	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
131.40	263.0309048923	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
142.35	263.0472496410	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
153.30	263.0549647040	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
164.25	263.0586063751	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
175.20	263.0603253200	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
186.15	263.0611366979	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
197.10	263.0615196852	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
208.05	263.0617004633	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
219.00	263.0617857943	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
229.95	263.0618260723	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
240.90	263.0618450844	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
251.85	263.0618540585	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
262.80	263.0618582944	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
273.75	263.0618602939	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
284.70	263.0618612377	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
295.65	263.0618616832	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
306.60	263.0618618934	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
317.55	263.0618619927	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
328.50	263.0618620396	1.0000000000	1.1842000000	1.4023296400	1.6606387597	11.0200000000
339.45	214.4629969514	0.9999999876	1.2161550890	1.4790332189	1.7987337984	11.9321894763
350.40	188.0579723533	0.9999999021	1.2488465808	1.5596179351	1.9477237163	12.9156351683
361.35	172.8325876917	0.9999996803	1.2814872481	1.6422100920	2.1044719645	13.9497748244
372.30	162.8106422095	0.9999992694	1.3140771130	1.7267999206	2.2691499123	15.0358597594
383.25	155.1744584880	0.9999986256	1.3466162719	1.8133778760	2.4419275112	16.1750701049
394.20	148.5966503935	0.9999977123	1.3791048461	1.9019345275	2.6229731243	17.3685265062
405.15	142.4526047570	0.9999964991	1.4115429545	1.9924604877	2.8124534095	18.6173042877
416.10	136.4489965141	0.9999949606	1.4439306997	2.0849463723	3.0105332455	19.9224427936
427.05	130.4486713034	0.9999930754	1.4762681612	2.1793827752	3.2173756812	21.2849499011
438.00	124.3881517805	0.9999908258	1.5085553930	2.2757602518	3.4331418972	22.7058030537
448.95	118.2388160880	0.9999881971	1.5407924211	2.3740693059	3.6579911686	24.1859478429
459.90	111.9886683430	0.9999851769	1.5729792428	2.4743003750	3.8920808231	25.7262946235
470.85	105.6338283048	0.9999817548	1.6051158237	2.5764438151	4.1355661905	27.3277132038
481.80	99.1746262599	0.9999779225	1.6372020955	2.6804898801	4.3886005382	28.9910252724
492.75	92.6139084021	0.9999736726	1.6692379511	2.7864286966	4.6513349857	30.7169938364
503.70	85.9564475239	0.9999689995	1.7012232383	2.8942502298	4.9239183923	32.5063084379
514.65	79.2089754606	0.9999638982	1.7331577512	3.0039442383	5.2064972046	34.3595641574
525.60	72.3806713266	0.9999583648	1.7650412170	3.1155002124	5.4992152477	36.2772311714
536.55	65.4841338484	0.9999523958	1.7968732783	3.2289072877	5.8022134329	38.2596095194
547.50	58.5370401955	0.9999459888	1.8286534665	3.3441541225	6.1156293413	40.3067599889
558.45	51.5649319869	0.9999391414	1.8603811631	3.4612287177	6.4395966126	42.4183952049
569.40	44.6059801059	0.9999318519	1.8920555401	3.5801181452	6.7742440228	44.5937022970
580.35	37.7193318178	0.9999241187	1.9236754670	3.7008081244	7.1196940483	46.8310447605
591.30	30.9999130548	0.9999159408	1.9552393609	3.8232823403	7.4760605511	49.1274490396
602.25	24.6038343249	0.9999073171	1.9867449386	3.9475213187	7.8434449529	51.4777240156
613.20	18.7845105415	0.9998982468	2.0181888144	4.0735005821	8.2219299178	53.8730860654
624.15	13.9055396978	0.9998887291	2.0495659161	4.2011879143	8.6115697733	56.2997900383
635.10	10.3000027822	0.9998787633	2.0808689557	4.3305406315	9.0123801930	58.7405119581
646.05	7.9318252408	0.9998683486	2.1120887070	4.4615060699	9.4243373136	61.1813772002
657.00	6.3960185367	0.9998574842	2.1432153500	4.5940267578	9.8473920746	63.6165482647
667.95	5.3358960882	0.9998461691	2.1742395380	4.7280448880	10.2814837428	66.0439327048
678.90	4.5619326630	0.9998344023	2.2051525918	4.8635033384	10.7265432833	68.4619379778
689.85	3.9738160655	0.9998221825	2.2359464433	5.0003456464	11.1824935066	70.8691943185
700.80	3.5130234891	0.9998095084	2.2666135846	5.1385159861	11.6492492232	73.2645675203
711.75	3.1430419966	0.9997963785	2.2971470237	5.2779591544	12.1267174229	75.6471131727
722.70	2.8399519937	0.9997827913	2.3275402411	5.4186205459	12.6147974164	78.0160309815
733.65	2.5874643466	0.9997687448	2.3577871491	5.5604461223	13.1133809474	80.3706296786
744.60	2.3741249610	0.9997542373	2.3878820532	5.7033823786	13.6223522901	82.7103013809
755.55	2.1916584144	0.9997392667	2.4178196182	5.8473763117	14.1415883441	85.0345030073
766.50	2.0339451049	0.9997238307	2.4475948361	5.9923753915	14.6709587321	87.3427427513
777.45	1.8963672652	0.9997079271	2.4772029988	6.1383275367	15.2103259063	89.6345701400
788.40	1.7753780783	0.9996915532	2.5066396730	6.2851810944	15.7595452649	91.9095686518
799.35	1.6682102816	0.9996747064	2.5359006780	6.4328848245	16.3184652796	94.1673501728
810.30	1.5726745050	0.9996573840	2.5649820661	6.5813878883	16.8869276351	96.4075507903
821.25	1.4870168035	0.9996395830	2.5938801058	6.7306398399	17.4647673786	98.6298275696
832.20	1.4098161624	0.9996213003	2.6225912653	6.8805906222	18.0518130816	100.8338560613
843.15	1.3399095107	0.9996025327	2.6511121999	7.0311905647	18.6478870111	103.0193283584
854.10	1.2763360440	0.9995832768	2.6794397392	7.1823903847	19.2528053100	105.1859515693
865.05	1.2182953091	0.9995635291	2.7075708764	7.3341411902	19.8663781866	107.3334466110
876.00	1.1651152542	0.9995432859	2.7355027588	7.4863944851	20.4884101128	109.4615472482
886.95	1.1162275999	0.9995225435	2.7632326787	7.6391021755	21.1187000279	111.5699993249
897.90	1.0711486445	0.9995012979	2.7907580661	7.7922165783	21.7570415512	113.6585601455
908.85	1.0294641662	0.9994795451	2.8180764816	7.9456904300	22.4032231989	115.7269979753
919.80	0.9908174361	0.9994572808	2.8451856100	8.0994768968	23.0570286073	117.7750916334
930.75	0.9548996177	0.9994345008	2.8720832546	8.2535295861	23.7182367605	119.8026301616
941.70	0.9214420297	0.9994112005	2.8987673324	8.4078025576	24.3866222224	121.8094125512
952.65	0.8902098513	0.9993873754	2.9252358692	8.5622503354	25.0619553721	123.7952475178
963.60	0.8609969741	0.9993630208	2.9514869952	8.7168279210	25.7440026429	125.7599533137
974.55	0.8336217621	0.9993381317	2.9775189415	8.8714908054	26.4325267635	127.7033575704
985.50	0.8079235394	0.9993127033	3.0033300365	9.0261949824	27.1272870018	129.6252971642
996.45	0.7837596654	0.9992867303	3.0289187024	9.1808969616	27.8280394096	131.5256181022
1007.40	0.7610030836	0.9992602076	3.0542834526	9.3355537811	28.5345370695	133.4041754209
1018.35	0.7395402607	0.9992331297	3.0794228887	9.4901230208	29.2465303419	135.2608330983
